"","country","population","pm1998","pm1999","pm2000","pm2001","pm2002","pm2003","pm2004","pm2005","pm2006","pm2007","pm2008","pm2009","pm2010","pm2011","pm2012","pm2013","pm2014","pm2015","pm2016","pm2017","pm2018","pm2019","pm2020","pm2021"
"23","Belize",389706,15.29,11.905,11.4966666666667,12.0716666666667,11.6066666666667,14.6066666666667,10.73,15.1183333333333,12.2983333333333,11.94,10.975,10.8,12.0983333333333,12.9316666666667,9.81666666666667,11.99,10.5516666666667,10.35,9.61166666666667,10.5616666666667,9.63666666666667,10.5866666666667,13.16,10.6766666666667
"24","Benin",13275471,15.2566666666667,14.9042307692308,16.1701282051282,16.8991025641026,16.6621794871795,18.3375641025641,19.3332051282051,19.5067948717949,17.5914102564103,18.6058974358974,19.2864102564103,18.2644871794872,18.2296153846154,17.3675641025641,16.4319230769231,15.6429487179487,15.5735897435897,15.8907692307692,17.304358974359,17.4847435897436,16.9435897435897,16.1558974358974,16.760641025641,17.3421794871795
"25","Bermuda",66048,5.16454545454545,4.36727272727273,5.09545454545455,4.65090909090909,4.45363636363636,4.34818181818182,4.51909090909091,4.80909090909091,4.25090909090909,4.81090909090909,4.07272727272727,3.45363636363636,3.78818181818182,3.80181818181818,3.81454545454545,3.45818181818182,3.74909090909091,3.53454545454545,3.09,3.13454545454545,2.99181818181818,3.09,3.23818181818182,3.30454545454545
"26","Bhutan",858187,17.4638048780488,17.858,22.514487804878,25.6200975609756,24.3553658536585,25.7087317073171,25.0991219512195,26.3936585365854,26.8164390243902,25.5409756097561,25.9496585365854,30.607756097561,25.1725365853659,26.0380975609756,29.0303414634146,25.760487804878,28.0436097560976,27.4479512195122,26.0674146341463,26.3937073170732,28.3931707317073,27.1083414634146,27.9678048780488,28.3145853658537
"27","Bolivia",11759069,18.9871428571429,20.245,19.2671428571429,20.9716071428571,22.8877678571429,23.3594642857143,26.1910714285714,25.5091071428571,22.794375,27.5153571428571,22.3925,21.5457142857143,28.0296428571429,23.6453571428571,21.7753571428571,20.8841071428571,21.7634821428571,22.7463392857143,22.6173214285714,22.86125,21.4627678571429,22.9589285714286,24.1750892857143,22.1233035714286
"28","Bonaire, Sint Eustatius and Saba",22605,3.26,4.06,3.29,3.48333333333333,2.81,3.45666666666667,3.21666666666667,4.24666666666667,3.77,3.52333333333333,3.51,3.55333333333333,5.54333333333333,3.51666666666667,3.86,2.9,2.80666666666667,2.98333333333333,3.50333333333333,3.47333333333333,2.95333333333333,3.18,2.91,3.08333333333333
"29","Bosnia and Herzegovina",3816193,26.0627777777778,24.8411111111111,24.0083333333333,26.1105555555556,26.745,28.4977777777778,25.85,28.0166666666667,28.8961111111111,25.8072222222222,24.8666666666667,25.0744444444444,25.3383333333333,31.3183333333333,28.0711111111111,25.0061111111111,23.0633333333333,28.0938888888889,26.0894444444444,25.4155555555556,24.0672222222222,20.9844444444444,22.8705555555556,22.0577777777778
"30","Botswana",2350003,15.9736666666667,14.4043333333333,13.4416666666667,15.7226666666667,14.3526666666667,16.297,14.2646666666667,16.1886666666667,13.414,15.0663333333333,15.697,15.0356666666667,18.469,13.46,14.963,14.5766666666667,12.233,15.436,14.2053333333333,13.7523333333333,14.4813333333333,13.4106666666667,11.8836666666667,13.123
"31","Bouvet Island",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","Brazil",213107172,8.54773689877961,7.65601938262742,8.33386575735822,9.98872577171572,10.9704845656856,10.875924264178,10.8812185929648,10.7028876525485,10.3600969131371,11.442955850682,10.5302853553482,10.5040326633166,10.6974174443647,10.2276022972003,9.97294149318019,9.93644651830581,10.0029809763101,10.9443377602297,10.1527584350323,10.0248671931084,9.92214824120603,10.0482806891601,9.80487975592247,10.2409601579325
"33","British Indian Ocean Territory",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","British Virgin Islands",33045,2.484,3.15,2.396,2.46,1.99,2.076,1.858,2.712,2.62,2.398,1.898,2.092,3.54,1.908,2.34,1.79,1.822,2.004,2.092,2.33,1.856,1.882,2.012,2.126
"35","Brunei",463802,15.1694871794872,5.41538461538462,5.38230769230769,5.90794871794872,9.67769230769231,8.08923076923077,8.79717948717949,8.30025641025641,11.0141025641026,6.92820512820513,6.06461538461538,11.9571794871795,7.67692307692308,8.81051282051282,8.7525641025641,7.93615384615385,8.33307692307692,11.5346153846154,9.03923076923077,5.89974358974359,7.43358974358974,10.8105128205128,6.41230769230769,6.50461538461538
"36","Bulgaria",6914894,23.8616349809886,21.3588212927757,22.4925475285171,23.464144486692,23.5263498098859,24.7838403041825,21.5331558935361,23.3558935361217,25.0600760456274,22.3749429657795,21.0334220532319,19.5685551330798,17.6126235741445,26.2725095057034,21.7155513307985,19.0361977186312,18.6755513307985,18.0392395437262,17.4004562737643,18.5293155893536,17.7596577946768,16.6160456273764,16.7585171102662,17.6543726235741
"37","Burkina Faso",21364329,7.29155555555556,7.21977777777778,7.45622222222222,7.08066666666667,7.06844444444444,8.14755555555556,8.58511111111111,9.052,8.42688888888889,8.70711111111111,8.34822222222222,9.28866666666667,10.0315555555556,9.096,8.55444444444444,8.064,8.99711111111111,8.39177777777778,8.12333333333333,8.58066666666667,8.75911111111111,8.506,7.74244444444444,8.59111111111111
"38","Burundi",12242276,27.6821804511278,20.4841353383459,31.5784210526316,37.1706015037594,33.2763909774436,29.621954887218,35.2551879699248,34.953984962406,29.8700751879699,38.826992481203,36.7865413533835,34.1085714285714,36.2706766917293,37.0962406015038,36.8877443609023,38.2725563909774,33.8062406015038,35.5051879699248,34.0633834586466,29.1414285714286,29.379022556391,33.7205263157895,33.3259398496241,32.155037593985
"39","Cabo Verde",554255,2.97818181818182,3.01181818181818,2.69590909090909,2.48772727272727,2.21272727272727,2.545,2.30363636363636,2.57909090909091,2.53681818181818,2.38318181818182,2.36590909090909,2.18545454545455,2.49590909090909,2.09181818181818,2.03909090909091,2.14909090909091,1.875,2.42409090909091,2.10363636363636,2.24818181818182,2.29727272727273,2.21272727272727,2.02590909090909,2.63727272727273
"40","Cambodia",17297449,14.3484653465347,13.3308910891089,16.4599504950495,16.5742574257426,16.9292079207921,18.5231683168317,20.1093069306931,19.7881683168317,18.1239108910891,20.6865346534653,19.6205940594059,17.0031683168317,19.0927722772277,18.2906930693069,16.0921782178218,19.8340099009901,17.5818316831683,16.4013366336634,17.1330198019802,16.4877722772277,18.5912871287129,17.3691584158416,21.3697524752475,19.9490099009901
"41","Cameroon",28568738,34.4381034482759,32.1039655172414,33.5787931034483,35.5024137931035,33.2005172413793,33.2610344827586,34.2062068965517,34.1910344827586,31.4553448275862,32.5113793103448,35.3765517241379,33.3579310344828,34.2229310344828,33.1091379310345,32.5424137931034,33.6977586206897,31.3951724137931,30.2998275862069,33.0794827586207,33.8324137931034,33.2860344827586,32.1820689655172,33.9625862068966,33.5798275862069
"42","Canada",37325048,7.28653979238754,6.71512110726644,6.37038062283737,6.61370242214533,6.66588235294118,6.92910034602076,6.44851211072664,6.82546712802768,6.20934256055363,5.97397923875433,5.99453287197232,5.60799307958477,5.62979238754325,5.88965397923875,5.67519031141869,5.79730103806228,5.92100346020761,5.90851211072664,4.86346020761246,5.48660899653979,5.36941176470588,4.95391003460208,4.8739446366782,6.62885813148789
"43","Cayman Islands",57815,7.99166666666667,7.325,6.575,5.92833333333333,7.13666666666667,7.42,6.11833333333333,6.70333333333333,6.47,6.63333333333333,5.98666666666667,6.345,6.31166666666667,7.66333333333333,6.25666666666667,6.28666666666667,6.75333333333333,7.26333333333333,6.16166666666667,6.23833333333333,6.92833333333333,7.66833333333333,6.79666666666667,7.41166666666667
"44","Central African Republic",5395752,27.2294117647059,25.8262745098039,25.8907843137255,22.0066666666667,22.14,23.2470588235294,23.7639215686275,23.2656862745098,21.2907843137255,23.6413725490196,23.8705882352941,24.3833333333333,24.5054901960784,26.1766666666667,24.1764705882353,25.6364705882353,24.0374509803922,23.6423529411765,24.1949019607843,23.1343137254902,25.33,24.9717647058824,24.8247058823529,23.716862745098
"45","Chad",17452358,10.9434545454545,10.4209090909091,10.3269090909091,9.12163636363636,9.31581818181818,10.156,10.6076363636364,9.99636363636364,10.0770909090909,10.2425454545455,10.0796363636364,9.72181818181818,11.024,10.6905454545455,10.5283636363636,9.69545454545455,10.0225454545455,10.0812727272727,10.3585454545455,10.7325454545455,11.0549090909091,10.8363636363636,11.1536363636364,10.8534545454545
"46","Chile",17984410,10.8896363636364,12.1530909090909,11.3198181818182,11.8796363636364,11.7547272727273,11.9041818181818,12.3465454545455,11.8249090909091,12.3161818181818,12.9178181818182,13.4169090909091,12.1950909090909,12.6312727272727,13.7110909090909,12.7898181818182,12.9485454545455,13.426,14.072,14.9810909090909,13.8541818181818,12.7549090909091,12.494,12.2369090909091,14.1283636363636
"47","China",1402508466,28.2903296703297,27.2943406593407,30.8012912087912,32.1611813186813,33.9703021978022,38.9392032967033,37.7514835164835,40.2939010989011,42.7486813186813,42.9529395604396,42.8547252747253,40.7803021978022,39.4096703296703,45.1568681318681,42.4567857142857,43.9160989010989,42.5673626373626,39.5482692307692,36.9396703296703,35.3196153846154,31.0444230769231,30.3656043956044,27.7371153846154,26.5415659340659
"48","Christmas Island",1702,2.93,3.56,2.76,3,2.95,2.59,2.95,2.99,3.38,3.57,2.6,3.31,2.62,3.09,3.77,3.05,4.39,4.33,4.51,2.79,3.13,3.11,2.79,2.18
"49","Clipperton Island",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"50","Cocos Islands",493,1.38,1.76,1.97,1.58,1.87,1.68,2.18,1.72,2.1,2.19,1.63,1.99,1.81,2.19,2.37,1.91,2.16,2.48,1.98,1.99,2.01,2.16,1.72,1.81
"51","Colombia",50092132,10.9192933810376,9.21735241502683,12.7361538461538,16.5699016100179,15.096198568873,17.3931037567084,15.4015026833631,15.7432915921288,15.4551788908766,15.5237924865832,14.9751162790698,15.3511180679785,17.0598658318426,16.3737656529517,16.394168157424,16.0177549194991,16.6127996422182,15.8432200357782,16.6344454382826,15.8347584973166,15.1543649373882,16.1983005366726,16.0333899821109,13.9789266547406
"52","Comoros",797402,6.69666666666667,6.54,6.62,6.91,5.87666666666667,6.51333333333333,5.89666666666667,6.61333333333333,7.85666666666667,8.17333333333333,6.69333333333333,7.8,7.52,7.76666666666667,7.19666666666667,7.80666666666667,5.98666666666667,6.60666666666667,7.17666666666667,7.49333333333333,7.08333333333333,7.16666666666667,6.96666666666667,6.47666666666667
"53","Cook Islands",6273,0.875454545454545,1.07181818181818,1.23090909090909,1.23545454545455,1.42727272727273,1.39181818181818,1.24272727272727,1.55454545454545,1.38727272727273,1.32272727272727,1.19545454545455,1.24909090909091,1.21,1.07090909090909,1.24545454545455,1.24272727272727,1.34636363636364,1.37454545454545,1.40909090909091,1.29545454545455,1.33272727272727,1.39363636363636,1.45363636363636,1.18272727272727
"54","Costa Rica",5123419,12.1056097560976,9.39243902439024,9.50073170731707,10.919756097561,10.0179268292683,12.0137804878049,10.7214634146341,12.5868292682927,12.2882926829268,12.7079268292683,12.4034146341463,12.079512195122,14.614512195122,14.0307317073171,12.6962195121951,12.7935365853659,12.0948780487805,11.6885365853659,12.7813414634146,13.3314634146341,11.6040243902439,12.014756097561,12.5062195121951,12.3108536585366
"55","Côte d'Ivoire",28001030,11.4393939393939,10.6545454545455,11.8081818181818,12.5675757575758,11.8157575757576,12.9457575757576,13.1733333333333,13.4845454545455,12.7063636363636,12.4878787878788,12.7912121212121,13.3993939393939,12.8075757575758,12.6821212121212,10.8457575757576,10.8790909090909,10.8893939393939,11.0021212121212,10.8184848484848,10.830303030303,10.9472727272727,11.0654545454545,10.3127272727273,10.5433333333333
"56","Croatia",4147707,19.7278035714286,18.3288035714286,17.6364464285714,19.72375,20.0444107142857,21.0219107142857,18.9542142857143,20.7895892857143,20.9581785714286,17.2085357142857,16.831875,17.5363214285714,17.6285535714286,21.5069285714286,17.9169285714286,17.1109464285714,14.8691964285714,17.9739464285714,16.9497678571429,16.9924821428571,16.0763571428571,13.2519285714286,13.8359285714286,14.4292321428571
"57","Cuba",10882994,8.24458333333333,7.59708333333333,7.61702380952381,7.76863095238095,7.89857142857143,7.68702380952381,7.21422619047619,7.62952380952381,7.06125,6.58738095238095,5.68636904761905,6.29755952380952,7.03095238095238,7.22041666666667,6.16494047619048,6.30166666666667,6.39946428571429,6.32369047619048,6.15071428571429,6.31886904761905,6.08922619047619,6.49565476190476,6.54809523809524,6.85327380952381
"58","Curaçao",148910,3.69,4.59,3.3,3.52,3.23,4.45,4.21,4.86,4.01,4.31,4.62,3.65,7.14,4.55,4.3,3.73,3.25,3.18,4.32,4.34,3.49,4.15,3.78,3.59
"59","Cyprus",831156,11.884,11.892,14.31,13.318,11.574,11.952,11.344,12.37,12.53,12.782,12.596,12.962,11.244,16.734,18.272,12.326,11.86,12.342,11.292,11.838,10.526,10.338,11.386,12.104
"60","Czechia",10710377,19.3933673469388,18.4557142857143,18.0215306122449,19.614387755102,21.0147959183673,20.8755102040816,18.9522448979592,20.764693877551,20.8470408163265,15.3315306122449,15.2004081632653,17.1436734693878,19.7792857142857,18.4886734693878,16.2786734693878,17.2802040816327,16.5524489795918,14.6885714285714,15.0086734693878,14.9466326530612,15.2724489795918,11.4374489795918,11.5579591836735,12.8191836734694
"61","Democratic Republic of the Congo",104994937,34.9235564853556,26.5309205020921,32.7042259414226,35.0175732217573,35.2838075313808,33.4916736401674,35.7728033472803,35.488870292887,30.2815062761506,33.6948117154812,34.8684937238494,34.6089958158996,37.801589958159,36.0017991631799,37.8558577405858,39.4226359832636,34.4878242677824,36.9012552301255,34.3902510460251,30.3823430962343,31.6737656903766,34.7206694560669,33.6720083682008,33.8310878661088
"62","Denmark",5801338,11.8565656565657,11.859696969697,11.7888888888889,10.5768686868687,11.1619191919192,12.5647474747475,9.18666666666667,9.59989898989899,10.4138383838384,9.24252525252525,9.10050505050505,10.1435353535354,10.4640404040404,11.9473737373737,8.58020202020202,8.27373737373737,10.0672727272727,8.2879797979798,7.73979797979798,7.6669696969697,9.04,8.06848484848485,6.81272727272727,8.01474747474747
"63","Djibouti",921088,11.992380952381,13.9861904761905,15.4380952380952,12.7580952380952,14.1704761904762,14.5314285714286,14.3542857142857,14.7819047619048,15.8752380952381,16.2485714285714,15.2766666666667,15.5257142857143,17.3809523809524,18.4838095238095,17.1614285714286,16.2709523809524,16.0604761904762,16.9047619047619,15.7338095238095,17.2633333333333,17.6195238095238,17.4166666666667,15.4085714285714,15.802380952381
"64","Dominica",68581,2.329,3.265,2.488,2.896,2.122,2.675,2.738,3.2,2.947,2.435,2.524,2.849,3.889,2.82,2.542,2.136,2.23,2.086,2.457,2.517,2.178,2.356,2.382,2.485
"65","Dominican Republic",10530269,6.41490322580645,6.38206451612903,6.30058064516129,7.79696774193548,7.2138064516129,8.08741935483871,6.55632258064516,8.68793548387097,7.68709677419355,7.35948387096774,6.87406451612903,6.80729032258064,8.64348387096774,7.58103225806452,7.09174193548387,7.11129032258065,7.594,7.43335483870968,7.8701935483871,8.43709677419355,7.85387096774194,7.9478064516129,7.51941935483871,8.09322580645161
"66","Ecuador",17062470,10.1694618834081,9.60650224215247,12.43466367713,14.7408968609865,14.7938565022422,15.4889686098655,16.2689237668161,17.1113004484305,15.802466367713,16.0054708520179,16.1478475336323,15.8030493273543,17.5274439461883,15.8783856502242,16.1229596412556,15.954932735426,15.6834080717489,15.7052914798206,16.1825560538117,15.6183408071749,15.2940807174888,14.8562780269058,15.2881614349776,15.1095515695067
"67","Egypt",106245735,16.8635588235294,17.7695882352941,19.9431764705882,17.3094117647059,15.3598823529412,15.2453529411765,15.1199705882353,15.5609411764706,17.3909705882353,16.7485882352941,16.1844705882353,16.1740882352941,14.8068235294118,17.8064117647059,19.1497941176471,15.7903529411765,15.9681176470588,17.3897058823529,16.3411470588235,18.2116764705882,16.6317647058824,16.2875882352941,17.0607647058824,17.5029117647059
"68","El Salvador",6485597,27.1433458646617,20.2487969924812,23.9605263157895,22.3697368421053,21.9972932330827,26.0911654135338,21.8017669172932,27.5812406015038,22.6779323308271,24.9686842105263,25.3111654135338,25.542969924812,27.0715037593985,28.3452255639098,25.271015037594,27.6024060150376,24.2516165413534,22.9192481203008,24.8184210526316,25.4707142857143,24.0563909774436,25.5282706766917,26.9027067669173,24.8991729323308
"69","Equatorial Guinea",839050,22.7528125,19.221875,24.47,24.970625,23.674375,23.9090625,25.5653125,21.408125,20.2303125,24.753125,26.9246875,25.33,26.98125,25.6921875,24.408125,26.5940625,23.5728125,25.2853125,26.7803125,24.90875,25.59,25.618125,27.6446875,28.40125
"70","Eritrea",6087587,11.5884,11.9032,12.429,11.1032,12.2806,12.2042,11.0076,11.7752,12.581,13.1256,13.261,12.8262,12.7858,14.8632,13.3156,12.331,12.9362,13.8168,13.1648,15.281,14.3348,13.2786,12.1736,13.5452
"71","Estonia",1210354,10.0082959641256,10.4437668161435,8.67192825112108,9.02511210762332,10.0230044843049,9.58730941704036,8.90677130044843,9.08914798206278,10.6686547085202,9.95869955156951,9.47632286995516,9.69219730941704,10.2428251121076,8.33816143497758,8.79847533632287,8.38829596412556,9.07847533632287,7.40995515695067,6.86838565022421,6.31390134529148,8.14883408071749,6.34793721973094,6.10793721973094,7.32636771300448
"72","Ethiopia",110966009,7.71582278481013,7.80430379746835,12.0927848101266,13.5439240506329,13.3454430379747,13.369746835443,13.3792405063291,13.9405063291139,14.6173417721519,16.3705063291139,14.7754430379747,15.0572151898734,15.9907594936709,17.1958227848101,15.2560759493671,15.923164556962,15.3701265822785,16.706835443038,15.6925316455696,15.8572151898734,15.5405063291139,15.3775949367089,15.9129113924051,16.1458227848101
"73","Falkland Islands",2884,1.4,1.64,1.36,1.43,1.7,1.53,1.44,1.72,1.79,1.89,2.13,1.71,1.7,1.95,1.53,1.64,1.91,1.75,1.69,1.72,1.76,1.83,1.9,2
"74","Faroe Islands",46808,2.51266666666667,2.856,2.736,2.67666666666667,2.783,3.45533333333333,2.46433333333333,2.35466666666667,2.968,2.39166666666667,2.76266666666667,2.902,2.63766666666667,2.67333333333333,2.12066666666667,2.89766666666667,3.39833333333333,2.49533333333333,1.84866666666667,2.45766666666667,2.606,2.70466666666667,2.371,2.502
"75","Fiji",894668,1.60266666666667,2.324,2.40933333333333,2.23333333333333,2.28866666666667,2.18466666666667,2.30666666666667,2.31666666666667,2.22466666666667,2.534,3.342,2.426,2.494,2.66933333333333,2.38133333333333,2.45,2.27133333333333,2.464,2.31266666666667,2.89,2.65933333333333,2.52466666666667,2.08866666666667,2.20666666666667
"76","Finland",5458427,6.66714285714286,7.01095238095238,6.08904761904762,6.33571428571429,6.20142857142857,6.63095238095238,6.44857142857143,6.39619047619048,7.59428571428571,6.7152380952381,5.88809523809524,6.28714285714286,7.07142857142857,6.1247619047619,6.19380952380952,5.45333333333333,6.26523809523809,5.12714285714286,4.90285714285714,4.24761904761905,5.06333333333333,4.2952380952381,4.29952380952381,5.00238095238095
"77","France",65606656,12.5226041666667,12.0226041666667,10.9805208333333,12.6396875,11.8148958333333,12.4797916666667,10.7177083333333,11.2223958333333,10.9095833333333,10.80375,11.3179166666667,12.625,13.509375,12.9358333333333,11.2867708333333,12.0203125,8.845,9.70104166666667,9.12354166666667,8.64927083333333,8.45541666666667,7.19114583333333,7.17395833333333,8.48447916666667
"78","French Guiana",288586,4.27095238095238,4.70809523809524,4.68238095238095,6.97380952380952,5.96333333333333,6.41714285714286,6.66952380952381,6.6952380952381,6.51428571428571,6.19238095238095,7.08333333333333,7.05952380952381,6.47047619047619,6.07952380952381,6.27285714285714,5.75190476190476,5.38095238095238,5.75333333333333,5.81095238095238,5.85857142857143,5.63904761904762,5.94285714285714,5.57333333333333,6.16095238095238
"79","French Polynesia",237315,0.96,1.122,1.214,1.234,1.518,1.37,1.248,1.568,1.186,1.33,1.06,1.166,1.122,0.96,1.156,1.196,1.28,1.272,1.17,1.182,1.302,1.368,1.326,1.286
"80","French Southern Territories",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","Gabon",2277423,21.9243243243243,18.1813513513514,22.3732432432432,23.6351351351351,21.5305405405405,21.7672972972973,24.4791891891892,20.0986486486486,18.8640540540541,23.5324324324324,26.9602702702703,24.3602702702703,25.5335135135135,24.9002702702703,23.9086486486486,26.7827027027027,24.2527027027027,24.4924324324324,25.6813513513514,22.7948648648649,24.8889189189189,24.4248648648649,26.1362162162162,24.7359459459459
"82","Gambia",2207303,6.93513513513513,7.36513513513514,6.90621621621622,5.91081081081081,5.40108108108108,6.26135135135135,5.88027027027027,6.26162162162162,6.99378378378378,6.34054054054054,6.62,7.20486486486486,7.65918918918919,6.62378378378378,6.96,6.68864864864865,6.76162162162162,7.28567567567568,6.32513513513514,6.7672972972973,5.91837837837838,7.22756756756757,7.39756756756757,7.53783783783784
"83","Georgia",4925584,15.0823188405797,13.968115942029,14.5060869565217,14.135652173913,14.0591304347826,13.9469565217391,13.0121739130435,14.0550724637681,13.6591304347826,14.5111594202899,13.7966666666667,14.4560869565217,12.5755072463768,15.1501449275362,15.0986956521739,14.6378260869565,15.0631884057971,14.7169565217391,13.0123188405797,15.2540579710145,12.9201449275362,14.2759420289855,13.8859420289855,13.6188405797101
"84","Germany",79867443,14.5504466501241,13.8892803970223,13.1204962779156,13.1638461538462,13.6482878411911,14.5580893300248,13.3580148883375,13.4787593052109,13.8758808933002,11.9520595533499,12.1941191066998,13.4741687344913,14.3373200992556,13.7422580645161,11.2340198511166,12.2809677419355,11.8467741935484,10.6869478908189,10.5936724565757,10.6345905707196,10.7225558312655,8.65143920595533,7.86292803970223,9.12595533498759
"85","Ghana",32327350,12.3664615384615,11.8362307692308,15.0158461538462,15.0498461538462,14.2360384615385,15.1654230769231,15.4689615384615,15.7273076923077,14.7263076923077,15.1473461538462,15.7293076923077,15.1641153846154,15.1501923076923,14.849,12.8902307692308,12.2134615384615,12.3861538461538,12.9378461538462,13.5555,13.4474230769231,13.2347692307692,13.3138846153846,13.1705384615385,13.1311923076923
"86","Gibraltar",24797,9.85,10.05,9.29,10.22,10.99,10.14,9.92,10.13,11.02,12.22,10.3,12,8.62,10.24,10.37,10.12,9.22,10.38,8.36,8.86,10.06,9.66,8.59,9.7
"87","Greece",10403252,14.7721428571429,13.7392857142857,14.7557142857143,13.97,15.0914285714286,15.9735714285714,13.0792857142857,14.6507142857143,15.7014285714286,15.4792857142857,13.87,12.7864285714286,10.0135714285714,15.9385714285714,14.5157142857143,11.6621428571429,11.7714285714286,12.7,11.7907142857143,12.2821428571429,11.6071428571429,10.9885714285714,11.45,11.8057142857143
"88","Greenland",31286,1.49,1.5475,1.3975,1.1375,1.21,1.3575,1.5225,1.295,1.2325,1.245,1.54,1.2425,1.3075,1.2575,1.345,1.275,1.475,1.1525,0.9775,1.2325,0.995,1.3,1.1375,1.225
"89","Grenada",105643,2.30857142857143,3.02142857142857,2.52857142857143,3.09428571428571,2.49142857142857,2.80142857142857,2.70857142857143,2.90571428571429,2.70142857142857,2.54428571428571,2.75285714285714,3.00285714285714,3.98428571428571,2.87857142857143,2.98857142857143,2.39428571428571,2.23285714285714,2.46285714285714,2.71285714285714,2.94857142857143,2.46,2.54714285714286,2.30857142857143,2.55857142857143
"90","Guadeloupe",362440,2.3175,3.3125,2.745,2.950625,2.2765625,2.7390625,2.970625,3.28,3.1790625,2.535,2.63375,2.9246875,4.1403125,2.9184375,2.654375,2.2328125,2.4378125,2.211875,2.608125,2.6771875,2.3434375,2.5584375,2.5459375,2.7025
"91","Guam",164967,0.783684210526316,0.800526315789474,0.908421052631579,1.05578947368421,1.19052631578947,1.42263157894737,1.48157894736842,1.43736842105263,1.53684210526316,1.32473684210526,1.22894736842105,1.34894736842105,1.16210526315789,1.35894736842105,1.73473684210526,1.52526315789474,1.96315789473684,2.20684210526316,1.17526315789474,1.37210526315789,1.12578947368421,1.30315789473684,1.04263157894737,1.29631578947368
"92","Guatemala",17402899,27.8467231638418,21.0675706214689,28.6720903954802,26.2365254237288,25.3100847457627,30.3225141242938,23.9862711864407,30.2482768361582,26.7156214689266,28.0745762711864,26.7920621468927,28.3139830508475,27.9069491525424,28.8722598870057,28.286779661017,29.5482203389831,27.6270056497175,26.7612429378531,28.0956497175141,27.8550847457627,25.5066101694915,27.1467231638418,29.0522881355932,28.6510169491525
"93","Guernsey",66747,10.4141666666667,8.9125,8.07666666666667,7.87583333333333,7.89333333333333,9.20333333333333,7.67583333333333,7.64333333333333,7.965,8.07833333333333,8.86166666666667,9.01,9.75833333333333,9.76833333333333,8.63166666666667,9.39333333333333,8.0125,6.8075,7.5125,6.96666666666667,7.87083333333333,7.55916666666667,6.55083333333333,8.29416666666667
"94","Guinea",12795452,14.6223529411765,12.9711764705882,11.905,10.845,9.60147058823529,11.2361764705882,11.8432352941176,11.4097058823529,11.0023529411765,10.5582352941176,11.2282352941176,13.2188235294118,13.0311764705882,11.5882352941176,10.7547058823529,11.5964705882353,11.6691176470588,10.75,10.7426470588235,10.8720588235294,10.3485294117647,11.0494117647059,10.6344117647059,11.0714705882353
"95","Guinea-Bissau",1900902,8.71351351351351,9.01891891891892,8.6872972972973,7.57243243243243,6.61324324324324,7.78135135135135,7.88702702702703,8.15675675675676,8.56027027027027,7.88702702702703,8.01189189189189,9.45108108108108,9.24378378378378,8.22540540540541,8.01621621621622,8.1027027027027,8.39486486486486,8.20297297297297,7.52378378378378,7.67783783783784,7.18864864864865,8.3472972972973,8.43027027027027,8.55432432432432
"96","Guyana",747880,5.51810344827586,6.19568965517241,5.85948275862069,9.31646551724138,7.80689655172414,9.3301724137931,8.49525862068966,9.00775862068966,8.37413793103448,7.90862068965517,9.04413793103448,8.42318965517241,9.58827586206896,8.18870689655172,8.07534482758621,7.58077586206897,7.0326724137931,7.22034482758621,7.78172413793103,6.97896551724138,6.73939655172414,7.08491379310345,7.10112068965517,8.04310344827586
"97","Haiti",11010430,8.05731707317073,7.78536585365854,7.27658536585366,8.34829268292683,8.19853658536585,8.83414634146341,7.41634146341463,9.31146341463415,8.77512195121951,8.30268292682927,7.91658536585366,8.30707317073171,9.53951219512195,8.67756097560976,8.20609756097561,8.5309756097561,8.76292682926829,8.79414634146342,8.06853658536585,8.71268292682927,8.47609756097561,8.91317073170732,8.59780487804878,9.49463414634146
"98","Heard Island and McDonald Island",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"99","Honduras",9310136,22.861744966443,17.6137919463087,23.2735570469799,22.6777516778523,22.4171140939597,27.429932885906,21.9098993288591,27.9403020134228,24.0578523489933,24.251644295302,25.9128187919463,24.3511744966443,25.0034563758389,28.4380536912752,23.7828187919463,26.9958724832215,24.3603691275168,22.604932885906,23.0630536912752,23.7962416107383,21.6559731543624,23.3504026845638,28.5337583892617,25.0052684563758
"100","Hungary",9730511,22.9174404761905,22.6975,19.7444047619048,22.1016666666667,22.6179761904762,23.4760714285714,20.1102976190476,21.2416071428571,21.7378571428571,15.8268452380952,15.8617857142857,18.2170238095238,18.0583928571429,21.4925595238095,17.8434523809524,17.2215476190476,15.3866071428571,17.2470833333333,15.2703571428571,17.1336904761905,15.6111904761905,12.8209523809524,12.5482738095238,13.71875
