"","country","population","pm1998","pm1999","pm2000","pm2001","pm2002","pm2003","pm2004","pm2005","pm2006","pm2007","pm2008","pm2009","pm2010","pm2011","pm2012","pm2013","pm2014","pm2015","pm2016","pm2017","pm2018","pm2019","pm2020","pm2021"
"11","Argentina",45888555,11.4896613545817,12.6445418326693,12.0407171314741,12.035796812749,12.383764940239,12.5720517928287,12.1600597609562,11.3908366533865,12.2559561752988,12.7873107569721,12.6207569721116,11.1272908366534,10.5918525896414,11.8355378486056,11.1757768924303,11.2189641434263,11.2737250996016,11.3459561752988,11.6487051792829,10.9441434262948,10.7180278884462,10.8898406374502,12.2328884462151,11.153625498008
"12","Armenia",3019699,16.13,15.6390909090909,17.0336363636364,14.8645454545455,16.5736363636364,15.4836363636364,15.0272727272727,16.1709090909091,15.1536363636364,16.2318181818182,16.1263636363636,15.6945454545455,15.2727272727273,17.9972727272727,18.88,17.5854545454545,17.6636363636364,17.9,16.0336363636364,18.7745454545455,17.3945454545455,17.8718181818182,17.4445454545455,17.5681818181818
"13","Aruba",112080,3.16,4.42,3.03,3.15,2.89,4,3.82,4.31,3.66,3.77,4.19,3.22,5.99,4.15,3.82,3.3,2.82,2.92,3.76,3.82,3.23,3.89,3.49,3.31
"14","Australia",25450231,3.33612788632327,3.61307282415631,3.16392539964476,3.90188277087034,3.86202486678508,4.96168738898757,3.58767317939609,3.2716163410302,4.30223801065719,3.6997513321492,3.26172291296625,4.03067495559503,3.49719360568384,3.82685612788632,3.57854351687389,3.70660746003552,3.92749555950266,3.88008880994671,3.39896980461812,3.62094138543517,3.4195026642984,5.96607460035524,4.42278863232682,3.2014920071048
"15","Austria",8885610,15.4794680851064,15.238085106383,14.6344680851064,15.8504255319149,17.0105319148936,17.1455319148936,15.7677659574468,18.0698936170213,17.7465957446808,13.5840425531915,12.9770212765957,14.0551063829787,15.5095744680851,15.5290425531915,12.8576595744681,14.0679787234043,12.026170212766,12.3115957446809,11.5244680851064,11.9367021276596,12.2397872340426,9.44170212765957,9.53074468085106,10.4546808510638
"16","Azerbaijan",10205985,15.9382278481013,15.0592405063291,14.7279746835443,12.2045569620253,13.4332911392405,13.0544303797468,12.0983544303797,13.4793670886076,13.1592405063291,13.4574683544304,12.5316455696203,12.9337974683544,13.0362025316456,13.4563291139241,14.2351898734177,12.6124050632911,13.3107594936709,12.9037974683544,12.7408860759494,14.0967088607595,11.9440506329114,14.1281012658228,12.7553164556962,12.9269620253165
"17","Bahamas",331992,6.4009375,5.3046875,4.6603125,4.24375,4.074375,4.1846875,4.4225,4.795625,4.6840625,4.1503125,3.3746875,3.5153125,4.1075,4.0803125,3.5521875,3.105,3.3153125,3.0171875,3.3946875,3.5646875,3.3559375,3.440625,3.24875,3.74875
"18","Bahrain",1367240,13.06,13.7175,17.26,13.225,13.9775,13.9275,13.175,14.21,16.1775,15.9975,17.7975,20.0075,20.3925,18.5525,20.79,17.4575,17.9425,19.235,17.2775,21.17,19.805,19.205,17.1,17.8575
"19","Bangladesh",164804810,44.083125,44.0003125,49.8178125,51.9115625,51.7796875,53.25609375,52.465625,57.311875,62.16875,60.3421875,63.33109375,68.4128125,63.7646875,67.9303125,68.82984375,64.22453125,66.99703125,63.20515625,64.09109375,61.595625,73.59328125,65.0403125,73.515,71.80078125
"20","Barbados",297599,2.32636363636364,2.96272727272727,2.45909090909091,3.00727272727273,2.48363636363636,2.83727272727273,2.58545454545455,2.85636363636364,2.71181818181818,2.56909090909091,2.66636363636364,3.06454545454545,3.74454545454545,2.68727272727273,2.94636363636364,2.36727272727273,2.17090909090909,2.36545454545455,2.70454545454545,2.89090909090909,2.53090909090909,2.43636363636364,2.34545454545455,2.54545454545455
"21","Belarus",9439125,17.5130508474576,17.7345762711864,15.7027966101695,15.804406779661,19.4410169491525,15.530593220339,16.0181355932203,15.3897457627119,16.1731355932203,14.5280508474576,15.1477966101695,16.6810169491525,17.408220338983,15.4414406779661,14.9558474576271,15.6134745762712,15.3222881355932,13.760593220339,12.9400847457627,13.129406779661,13.8305084745763,11.5895762711864,11.0928813559322,12.6327966101695
"22","Belgium",11779045,14.8954545454545,13.9481818181818,12.5490909090909,12.4963636363636,12.5536363636364,14.3881818181818,12.73,12.3536363636364,13.4354545454545,15.3272727272727,14.9072727272727,15.9054545454545,15.7318181818182,14.9827272727273,13.1572727272727,14.15,11.2590909090909,10.9227272727273,10.8590909090909,10.4027272727273,10.6518181818182,9.19090909090909,8.07545454545455,9.70181818181818
